"sample","buffa.score"
"2c834b04-15c5-4372-a11b-dbebf068458d",-29
"2cb273f0-9c32-463f-9450-c12b219c5722",-33
"2cba61e1-ed3d-4e2c-831e-ca2b685a7d90",13
"2cce9771-400a-4d96-a164-d1fc55cef8fc",11
"2cf460b7-3abb-47ff-8338-4797d98e8fd0",-35
"2cfbdc85-dac0-4919-bd60-5179bb912cf8",-41
"2cfcea2e-47af-405b-871d-0db4c30872f2",25
"2d219fde-dd85-4235-adb3-7c2c33c3b851",-37
"2d24d285-0f71-42d5-ba8d-422a536f9c94",21
"2d7068fc-1330-408c-a1ea-7a2d160e3e03",-25
"2da2a6ad-4bd3-4ad2-b82e-258936e7b638",11
"2db5cbe9-b8eb-4446-a859-df04ccbe01c8",27
"2dbaab1e-01bc-4092-97cb-cd1e05f87697",25
"2dcc20e1-8634-448b-823a-deb3fc038651",-15
"2ddb8bbf-a7a8-493f-a4db-fbc1ff9f5c5c",-33
"2df2aed3-6fb3-474d-9f6b-7cfefc3a5a07",-17
"2e0fb090-8b22-47b6-a590-69aab999fcfe",-15
"2e3aceb6-3263-4fa0-97f9-e2763719a49a",-15
"2e61f828-0f1c-4714-b84e-09f2ba060a32",13
"2e632fd9-fa17-4290-9601-a5d462cf152c",-17
"2e754e78-f929-4cf8-bec4-3300bd16d375",1
"2e77cbbb-e041-466e-a52e-9355002e78fc",1
"2e947bbb-422c-42d0-81a0-607df8a9f38e",25
"2ea0fa9d-e52e-4d06-8dfb-872f4198ae21",-39
"2ed004db-cf53-498c-a134-10dca39e1ed8",29
"2ed99e29-4d23-43e0-b627-645e2427ff89",-19
"2edad525-0b1e-453c-9b39-cb126c92e079",-3
"2ef00350-eb9c-4c24-859e-b178e95ede0b",13
"2ef449cb-920b-463f-a326-64138dd4906c",31
"2ef4ced3-2a04-4434-b5ab-4c8a5edfff30",-15
"2f0a7016-5225-424e-b6c5-1ce6d4fbd7be",37
"2f18cefa-839d-48f3-9b56-87b7cafda55b",-27
"2f1c83f8-5d7f-44a7-8e90-7190ffb395bb",7
"2f20530c-78cf-4a22-86fc-13ddcf08b275",15
"2f2409b5-f553-4cd7-8b71-8edd3337b967",19
"2f27cd8f-a89c-40d4-a9fb-fcc971ca8393",-17
"2f3a15fa-27b3-45b0-822b-f8aff449cdfc",-25
"2f6b1e19-cce9-41e0-a1bd-0e61c4e9539e",-37
"2f78facc-02b6-4eb8-841e-ad76ccaa7d2e",-39
"2f84b51a-557f-4fc4-ad33-cb834db5dbcf",-21
"2f9c8e66-4c63-4f08-9832-9fb538dc5f95",1
"2fc39198-4dc5-43b8-a28e-192739dc7438",23
"2fd9788b-9efd-44b0-b9a4-82b32118f85f",25
"2fe60b9f-1914-4375-a09c-cef400278f8f",17
"30110693-1f69-4030-bcde-4328a0a4e6b1",23
"3018c182-0e50-4804-9bec-44048879155b",-11
"302e528e-2774-48eb-86c8-a8c417636886",-39
"303aee24-63c1-4ec5-a2b6-3660db05a928",-33
"3064ab88-3149-4476-b651-04494afd6790",-1
"3064de7c-35ed-45bd-933a-2aad0839be5f",-31
"3069dc9b-9c91-47ec-88da-69afc3f7cf9a",-29
"30a0d8dd-ba66-41d0-9a32-24de4e1a28c7",-29
"30ab2f86-b4f1-4c15-af08-42ef20ce9a50",-31
"30cb578d-4f0f-4386-91db-40714f72da59",-43
"30d59d06-c08d-4153-b54a-7d6911f441fd",-41
"30e477d2-ce49-4328-b504-6ce3b7311069",11
"315a6d0a-46d6-49d3-9a36-08fd28f18856",1
"316ae145-3867-4451-8a07-bc753b632f4c",-31
"31a0c621-2e3e-4509-9d41-8c04d57cb049",-35
"31a48913-eba1-42d1-8d62-0891e1766a68",-5
"31afa2b8-59df-4353-acfb-dc4fd191fb8c",21
"31c596e8-93f9-43bb-b586-4fa60410e300",-43
"31e19abf-7f8e-402b-9890-12f5615e26b1",21
"3212e598-ce64-483f-9ba9-0d1b22c41fb9",-1
"322514bd-77bc-4509-b38d-7db992bacc60",-27
"3239864d-91bf-4b8b-a1f7-4d57c32e0e49",-15
"323d5524-de9e-4fbc-81a0-f480e4bcad78",-21
"325431c5-42b1-4195-acbc-26a395dbe4f8",-31
"326353a1-e497-47a8-adf8-2e104e59cc8b",-35
"326db854-7ded-48ce-aea5-a79a27401d23",-7
"327e86c8-63cc-4bd8-b8e6-d86ea23dcc27",39
"32894d1a-a1bd-486b-8d31-535302367ebc",15
"32927503-abc1-4b75-9f5e-d0a2f9a785e9",11
"32aae505-a18e-44bd-97b2-bbdc35fae2c0",15
"32fd749d-e3d0-4cc3-aa57-5675b2b67a3a",-11
"32fdd4e4-3554-4c10-a964-65abe6000f53",13
"330a2b2d-bf42-4371-99b5-53405954b34d",-31
"33441b33-8476-4e17-8ade-9ee764c6d270",39
"338a7322-d9b1-4c3f-8119-7c3aef5d9f40",-39
"340227c2-4cb6-4f9b-8e49-44171be1af21",3
"34263800-f9d8-4fb1-b48f-5832ee32f060",5
"34298aec-ce8c-4554-85ca-e8304861b841",-25
"3438a6c2-a340-49bb-8809-b825082147d1",5
"3447f6bf-d2b3-4437-8bf9-a15f2dd32128",-29
"3455fb41-0f1e-4313-aca9-31b59fa265e0",-29
"346434e2-4ad3-45d6-8406-cf62981bda0f",7
"3470fae1-e405-4f54-b180-0fc50190074a",25
"34767d78-fdbe-4715-baa1-dad97a79c703",33
"347848b6-0c53-451a-a325-83274904f74c",-21
"348068a7-cb1d-4056-8688-180d59aec77f",35
"3482df2e-a72c-4995-8be8-ea6122e4770c",23
"348dea34-6f71-4aed-a768-a4db41ba83a7",15
"349f4c88-f184-47b3-a588-6643dd0aadbb",-27
"34bbba6e-7da4-40e6-af3c-cba81ea2569b",7
"34d0ce62-261b-4080-bf87-c4eb40f7afae",3
"34d15f79-398e-4288-8433-f9f60b2f43c8",-35
"34ff99a3-12d5-4019-be29-fae17a39707b",-3
"35017d43-8f16-4bcc-9456-50d66b08e7bb",37
"3510e613-f5fd-431c-90a7-50e867983d2d",-3
"352239e3-9451-44c9-b20a-658c55fc6d68",-17
"3527fd94-3ad2-4b25-aa67-f57d6aaead09",17
"35389402-dc76-4d2d-90ea-31787d7e845c",-23
"353e50d8-4139-4001-9e01-fed2b8de2353",-13
"35624e96-c5e2-4b5e-86ea-9302f3646371",-3
"357085b4-3ec3-404b-93a7-d163761005d9",-35
"358172e9-06ee-4dec-bf80-97b078179709",27
"35cba4b4-2181-43ff-8bb4-37345f259305",11
"35dd1b8f-c9aa-49ee-989c-7c7c902be8b9",-31
"35fbdc39-7423-4e59-a622-1aaa884add77",39
"3631fcd1-f8ea-443e-af52-3e486b5a9e63",17
"3653dfea-049c-4ae8-8aca-cf6799797dd7",-35
"36b5ae75-1f17-493c-8e37-0cde871cc31c",-31
"36c9894a-2068-4b67-a81f-cfe42e7a938e",-15
"36d50386-947a-4b4a-a262-00cd356b2c7e",-33
"36f1ce52-566d-4d7f-958a-aac89c85c7ca",-31
"37004c79-6c54-4c48-b6f2-4272152ce96e",-5
"370260ae-ce94-41a7-bd60-8ede3d8e298a",-31
"3704db15-ce43-41ee-93ef-c0b0c86b90af",-29
"371e9a60-b9ac-4ad5-bc28-06f0c368887e",11
"37235f7f-5db9-459f-93f7-42bcfc4eea2d",-31
"372b7738-15ac-466f-8e10-13011773703d",7
"376cf049-3371-405e-9027-695457e17c2e",-3
"3786c392-c7b3-48c2-835d-8bf98c14ffc8",-17
"37a11793-4c4a-4437-b011-d6d0984a366f",9
"37acf5f7-bfb5-4c5b-80eb-f21e257ad546",5
"37f4b5fb-ea88-4adc-8c7b-41cc155fb4b2",-17
"3811eb71-5961-4ff9-b67a-cdecbd97d976",-9
"3848175b-10ad-4f44-8d4e-339c91c4594c",9
"385779e8-6818-40b4-8133-fb1a9e7d9b9a",15
"386805b9-0738-400a-bfa7-a0d226648e59",-9
"3869800d-4625-437a-a78a-d9d86fe1a33f",-1
"388e5eda-c285-4466-ab3d-ed4f519e61eb",-1
"389a2ad9-e97b-4875-8268-277646d6c578",7
"38b2378c-4a37-44db-b7e0-91efb58edd6d",19
"38bbf913-9b62-41af-9e5a-d24fe1138d4b",-27
"38c2da9f-8170-4058-b371-4fac82502efc",-33
"38d708e8-f932-47f4-b9b6-454ed6a2f594",-11
"38e0e170-4a51-4a93-971a-ccdeede430c4",-21
"39110026-78e0-4cb8-aec3-b37ad9a516bf",-35
"398d1a0e-f2a0-4508-8f38-75d2ba13def7",35
"39a74fe1-e4e0-4118-8489-75aefb4735b3",-29
"39a8232a-ab6b-473d-b560-a5a058570e12",-37
"39bba4c0-454a-4f9a-90a1-31324b997536",7
"39e60b44-e469-4557-9da6-51e49be81116",29
"39ecac17-5c34-4386-a70b-b2407be4faf0",45
"39f24b8f-d0f1-490e-a88e-5425f38a920e",-31
"39fd88f3-ce90-434b-a1ca-f125e7f8a3f8",-3
"3a5c094c-5de6-4a66-8ebe-3b883f638af2",-41
"3a774226-0df6-4175-b617-b0a65e2ecbc4",-3
"3a77c136-9ef3-4c0d-baae-6fb98f33d1cd",37
"3a8082f8-3674-442f-a014-af2d979651f6",11
"3a846981-d1f7-45ce-9937-49850b2eb201",-31
"3a8e06c5-7331-4b7f-a4aa-443862a75194",29
"3a95de81-f37b-44f9-a728-f36693a42d2d",-19
"3ab2f73d-0da0-4285-9e3f-761e92b1fb3e",-15
"3abf09bd-4cce-4a8c-91e7-8dc2cbc120b4",-15
"3ad1aaed-4965-4ee9-8d6d-f550a6b7384f",-35
"3adc8e41-197c-444c-a1a7-4eba3d1b9785",29
"3ae67c1b-86a1-4d0e-bf13-10d6df1fcf1c",-37
"3aef6053-29e6-49da-9b31-3567972bc395",29
"3af5c5c3-811b-479e-bde3-e9f11c54f8af",-33
"3b2c1c7c-684c-4e8b-8a67-5b5c08a3a515",-35
"3b4546b8-0423-4d32-8854-365f7ae4f2f9",1
"3b843135-5c21-47ac-8107-253ca34ba747",-35
"3b8d04cd-d658-46ba-adca-079fee531e17",5
"3b918b44-2643-4d2e-9189-50ea10c05409",37
"3b9a34ee-3fb1-43d4-ae30-45a6b7fff7bc",17
"3bb63ec4-a47b-488d-843d-5b2bfbae1aa0",-1
"3bcc4113-6623-41f5-b99b-85c277eaf77b",-31
"3bd81e69-15ba-4904-a43c-88616e1c6db5",31
"3bf482af-1855-4ed6-a6fd-7727577fd13c",-29
"3bff0106-7c1c-4dd9-8606-85d856e479e3",-17
"3c26b8b2-dabc-4b72-9770-ea4435901a12",43
"3c28b497-ffe6-4896-af98-2e6fab76312b",7
"3c405523-f440-4296-8382-d38de380620d",-31
"3c5e3c5e-397c-4ea2-a2dc-570b3cb4fb66",-1
"3c67bdfa-b6be-4d35-9964-24b4d5058c04",33
"3c692323-22a1-4eb0-9cad-76f6d561771b",-29
"3c854f25-77d5-4460-b709-0ccc5a81c33c",-37
"3ca93211-9c13-495a-abce-61138bfee0c3",35
"3cb7554e-21fa-4786-93eb-b5c081c7f607",-19
"3cb90ebf-d0b4-4a34-ae5b-d19b250fc6c8",35
"3cd14809-6f17-4f5a-8d5c-c51606bbc28e",-21
"3cd3b1af-abe4-446c-83e0-3b80e1606a34",-25
"3cee9db1-382e-49d9-a476-228a7c7bd15e",-39
"3d09918a-9b2f-4e4b-b379-6e091c77425c",25
"3d19ce4f-6ac6-4018-bdd8-316e1b660358",-31
"3d2bea12-272a-4200-86a8-65e9a2f816c6",-19
"3d4657ce-3d79-4edf-b20d-7ea8f6b2d18e",-17
"3d76ad6e-837b-4fa8-b772-56ed7fc47798",5
"3d77867e-562d-4925-909c-0893b44a9150",3
"3d81f613-bd3d-4037-bd22-c32fe41c0c1f",23
"3d86761e-d97f-4137-90b3-8965758c497f",23
"3d8a513a-828f-459a-93ee-77ba7aa2dac7",15
"3dbc7724-e7d3-48e0-a09b-030e06e7b8ec",-31
"3dce19d1-bb64-45e4-a535-b673d1fb13a5",-13
"3e123200-4d8c-4568-9b9d-08b81a0fbe2d",37
"3e31d297-9be9-48c2-97e4-ec2a47fc3081",-31
"3e3f0328-61ab-44ea-b7fa-01de47cf37e0",-31
"3e3fe615-72f0-4a53-ac29-4cba738d76d8",-31
"3e407144-c259-4fd1-b773-ae1ecd2b2249",-13
"3e69e3c1-741d-4db0-9ded-777d86918960",1
"3ea991dd-585e-41ed-9567-c9be67b061b3",-25
"3ed2b285-2252-41a3-9ea8-d61628d60330",-33
"3ef61c4e-245c-4a79-8a7d-cd914ca1178c",31
"3f02526b-980d-44ff-ae98-403a28d5e54c",17
"3f2a0273-4b45-4e34-b654-d943ece874b5",33
"3f37f1a3-4ac8-42ba-935f-f197018a3cd9",29
"3f4441fc-5460-4fec-b52b-95619e08bf55",35
"3f5e73f5-d9ea-444a-97e2-0641e264fffe",-23
"3f62d79d-a8b2-42d2-93a3-612a1f3dd51f",-3
"3f8a2ded-e481-4026-925a-e86d2e267fe0",-37
"3f955d82-55f1-468f-9d2b-fb5f1476606a",-31
"3fe0cda8-59e6-42fc-8b29-53c55071d8fb",11
"4025b71d-6566-4b20-b3e7-5c423ad400ef",7
"404f055b-a05a-4f89-b4cc-eb6f54e4c168",-3
"404fdd93-b384-4411-9b4e-b25392734fbe",31
"408fc243-bedd-4638-8522-a2f0f958da23",1
"40994929-09be-42f0-87a7-855c7061ae62",27
"40ab23a5-ee9e-4ef1-b0e4-3f1beab872dd",-31
"40ecd8f4-e6d5-4115-80a7-41519cd97287",7
"41107222-601c-4307-8148-ba8c2f61d5cf",13
"411c2a60-f314-44f3-b777-a98230e3f1cb",-37
"412333d5-74c9-46f1-ab84-0b09f3df8d16",23
"4141864a-d97d-481b-ac7f-44e4eabb8322",9
"414675ff-351d-4171-83a6-22c18101f758",-35
"4146b77c-e767-41eb-aa37-2c8d9d355488",-25
"414b0acf-6dde-4a4a-9e34-ecc849905a33",-39
"4168a720-521e-47ff-afb5-4abe3e815490",37
"418096ff-ec21-43f5-9deb-fb7f6c67beb5",-21
"419e239b-507d-4652-8e43-6791a16ebd36",13
"41c25d4e-6275-4961-9097-e997440ef383",35
"41c7673b-ce1d-43c7-b704-d713cc4a6aae",-27
"41f12b8a-5304-4cb2-8154-bbb163c8bffa",-7
"420620ef-b021-41d0-b9b5-6db001877f9e",39
"421d39c1-1720-4b74-bcb1-34e39b2cf475",43
"4225b007-4956-4f28-b45e-ad3cf58caa0d",-37
"422bfae2-9b30-4c97-8419-2b2dfe5773ff",-13
"4270263e-7fc5-4393-991d-21fb442152db",19
"42911e89-2317-4792-905e-00d05e89c27f",33
"429458b7-7505-44bf-a459-87e6704d792b",-1
"42a4a980-9b8a-420d-a3c3-f99d389a3739",-13
"42ac0fe9-ec52-46bc-8d7b-7a16f15e10f8",15
"42ac4a0f-852a-46d8-981a-441ad000bb14",-15
"42dc3bfa-e11e-4a52-b00b-1c6534bf55ae",-25
"43045cff-7339-4b8a-bdb8-f956fe5c93ff",-5
"431cd021-ec02-416d-8fa0-be2723b351bb",25
"43296741-d74e-4c35-ba53-cc99c0a9cff4",11
"432da669-2f8d-48c3-9897-ef9287939d81",19
"43318e69-4aa1-4f76-ba79-658a3a04fe87",3
"4331c78f-f4b3-40d6-bf1c-5e31cd2d267d",7
"433c63e2-c6a4-4f42-a0e6-12bbba4902e9",23
"433cc4db-ff0f-4d4a-ab20-29675ade1dd9",-39
"434f19d2-b14c-4ee0-af4d-c80af2b9cedd",-27
"43515213-1376-4894-8a64-cc83033b2b30",-21
"43657f72-91a2-41f3-81c6-2d5715a9cd8e",33
"43681c49-4517-4b41-8d48-34a47591cb04",25
"43bc7438-a594-4913-92c4-91d0a9bacb0d",-23
"43e41c7f-269a-4ed0-8ba2-93e2dfc77309",25
"43f12fb7-8795-41ba-855b-478b5b7bcb26",9
"44333884-6f48-4c4e-aca7-e60282e73c7d",43
"443731d7-51e0-471f-a5d2-1ee8aa502b37",-25
"4465e657-f37b-4d0c-86ec-2f12b09d2a6f",-7
"44693fa0-d6ac-41d8-915c-dc473989f81e",-3
"446b1b9b-620c-455e-b7b3-6e3ff74fb4da",-25
"4492fb1e-7195-470a-82f9-1168cccd2f15",25
"44b75b5a-0c2d-4b2a-8663-1f736dc419be",-37
"44cc7583-7394-439e-8f07-61a6b4cf02d9",25
"44e62577-bec6-44c6-b536-3bc23261453a",17
"45111d8d-d6f8-41c1-9845-b126f6990388",-23
"455acdc1-63f1-40ad-b78b-2da3813129a3",19
"4571794b-22d1-49fc-9b84-c4ec3e6411b8",33
"45972a3e-001f-4da4-9a64-d68fdc42f494",23
"45b823e7-e498-4b22-910b-87da8d608cac",-31
"45dc023f-b5c7-4ac4-9f26-f4f6dd0b536f",25
"46005efb-d3ab-4724-b997-8a0f51a17163",-39
"461a7101-5dc5-4780-a06b-2774bf509bb4",-27
"461b085e-8ab6-4fd0-844e-95fb48c56c2c",-31
"462ccfb1-8f41-44fe-a798-fc2b9c972b29",-33
"46306072-c59c-4b4b-963c-9c4e778ff34b",31
"4635c964-26dc-4acf-aabb-3f5e6fedac67",17
"463a7063-1bb8-4777-b563-da0ea7bca924",-7
"464ea777-62fe-4191-bfec-818e6bb0234b",15
"46510215-9de1-4bd5-b46c-f47ba1602c7a",17
"4670aeca-1859-4303-bc74-6510c5596214",23
"467e2002-9554-49a6-926e-f6e9fd8eed62",-33
"467f3c58-a30e-4b8b-b0cd-275cc9edb6bf",-15
"4681b23d-077e-4317-ac7d-6cc0d784d5e3",-1
"468f90dc-497d-4bdd-add9-cdc9b27f8aeb",17
"46b7097b-aff1-4cf4-a804-652924428210",-15
"46c147b5-e968-48e3-824d-20ba7b4f5f42",25
"46c97a96-539e-4433-886a-6071d6466d00",-23
"47079154-021a-4edf-aa4f-6f339d0dc9cd",-13
"470c7138-2452-49fc-aeda-002653b17fe7",9
"4723ca7d-c134-4e06-833c-d8bd36f2a069",-33
"4724b2df-1373-4780-a64b-188e75d688f5",-33
"4737fe00-45d7-4db3-aff4-cef91365d756",11
"47554e4e-cd13-4b92-80be-e1940f9a950f",29
"475f30b2-8849-4fd3-81d1-31b895acb5d9",5
"476fabde-4545-4a03-a72e-bef7390e06da",27
"47a01e28-043e-4166-bc2f-417dd81eb3ef",1
"47aceec1-a01d-419f-9689-c46284c79bcb",17
"47d122ec-2632-4047-b415-32ac2825bd45",-13
"482fafbc-6dbf-487a-970f-1b3a30643e81",-31
"486a9416-2523-4d78-a2a3-19be06d66052",25
"486eadc6-353b-4d42-88dc-a1877740cbbc",-39
"4898f1d5-5402-4fce-9f2b-7b75dde43e59",29
"48dfc37a-a13b-48d1-af5f-0158a780458d",9
"48ed1259-0ece-4e55-9cf3-7458d6c454f0",-13
"48ed3095-7ab0-49ff-9c83-cd47960fce21",-37
"48f3cd8d-3f90-48ce-9f3e-2e0839f8166b",-23
"490ab765-a6cc-4e64-b27d-cb680b7c7bee",-29
"493347d2-65c6-4d0f-abc6-52feaeda757f",-27
"493b827d-2e23-4111-8e02-61ddc217d6f3",-1
"4959d63f-248f-4975-8bca-7f9add59f085",17
"496308b4-a886-4bc4-8c85-23c483d98aa5",-11
"496d1828-9028-45f1-8e60-0ff5a741da46",1
"496e5221-1a98-428e-acca-0a0ac07e96c2",1
"4972a2a0-3ca2-407f-a5e0-98ebcc488ade",-7
"499fbaac-8cff-4375-96fb-c9a372189c73",9
"49a4de48-3054-492c-9315-ddaad2583173",5
"49ba28c5-1149-45ce-ba09-05c12f3ac977",1
"49cbdc20-244c-47a4-8103-2b466004b8dd",-37
"49e29c69-d9d7-4496-9f24-26f42c8b6d8e",9
"4a06293c-8c21-4c5f-806a-dfc16e970249",21
"4a2ff64f-e298-4999-9337-6f8389c4b0b3",-7
"4a80dca7-6af3-41e2-80ff-6bc6ad8e7de2",11
"4a8ce207-c99e-4ad1-b508-83e24c99df7f",9
"4aabd906-be60-4418-b0b5-6c083e5cebf3",-37
"4ab05cf6-ad72-4b27-b9df-5322de131866",-29
"4ab22000-618c-4f81-95ef-c22997965b53",19
"4b0156dd-8430-42f6-9b6b-4e58c4e1ceb9",23
"4b0537aa-3def-4236-82c8-2de590ede328",-31
"4b1b3103-7692-4f73-b375-21b0124961f5",23
"4b2b8d75-913d-4467-a5f4-9ce41d363913",-31
"4b3651c6-0849-4c4c-bdfc-db490736dd9c",-19
"4b52635d-07ce-471e-92a3-484674a4d3ea",11
"4b607642-7124-4d8c-ae6f-3d3b88ce08ad",1
"4b797cb5-a95c-4c49-854c-a9a7f463ca31",19
"4b85d0a9-2229-448a-8ac8-396aa35d4d76",25
"4b9ab2e0-c986-49af-acf4-22ee883df77e",-15
"4c03e93a-aee0-4ddc-bfad-a242fa184a84",-19
"4c1db853-fc77-4f58-83b3-2c53bcd2359e",15
"4c27082d-77e1-4541-82d4-cab578bdedb3",-35
"4c29b0d8-409b-40e2-9de8-59228abba108",13
"4c5a3351-f2e9-4bb2-9139-879db784d5d1",3
"4cbdd519-d6bc-442f-9e0a-b27ad61339a0",-21
"4cdd2363-6193-433c-8107-fe38f7f49e04",31
"4cf1f369-bcf0-4a39-9aac-b419226e5978",-15
"4d0eae03-756b-4a68-904a-73fe35e52363",43
"4d2c258c-2fce-4fe6-8a3e-8180b9c00977",-39
"4d41c9c1-c9ce-49c6-b163-c6aa56074526",-37
"4d4602d2-35bf-492b-8c6a-b3b840ca2270",-33
"4d47db25-2cc3-454e-be2a-4b1df4f124a4",-35
"4d5173f2-f86c-4b97-b29a-33d759c6068c",-25
"4d51c484-cfc6-4537-b51b-1876752c49af",-39
"4d55e364-91eb-4b5c-b574-36d45c128545",17
"4d7cfd50-b134-42b0-8519-ef2078461576",-17
"4d830788-67f7-4cac-aef0-61a3c7a24fab",27
"4d879665-2b20-4f1f-bfce-55ae2032862c",17
"4d98a852-c30a-437b-a214-ee81015d674b",25
"4dc38776-3873-4919-8195-6d6cf586b52a",23
"4dd79f21-257a-4a05-a10e-d10910537de7",-3
"4de45f5d-7d04-4f59-b1c3-e5625be68cad",-27
"4de46d37-62e5-4f28-a4cf-21a798c397e7",-7
"4e0e7a34-e8c9-429e-b753-c547d57a159c",39
"4e2a524b-127c-4823-9cbc-778d7ac5d603",7
"4e54d46a-5401-4cd0-82f4-e174f099e9e5",17
"4e7ad4e2-556b-43c5-834b-6a443c67c4c8",-37
"4e87cd96-72b9-4fcd-a784-7b57652c9da5",-37
"4e9b700a-89a8-4a14-a573-d3f8a2bfbf9f",35
"4e9f816d-3308-46da-a382-5f6036cba0a3",23
"4ea0dfe1-822b-4cdf-ac59-4dc20abd20c5",-35
"4ebda522-ee21-48c7-a399-a7dc8006be65",23
"4ebf634a-1a68-4ce8-a159-f02c0cc42acc",-31
"4ed89b95-4292-482c-8550-2bbb1dbf6763",-15
"4edc6df5-714c-43bd-9c9a-426bbe8fabf2",15
"4ee0665a-49b1-4a80-a481-187f3900e135",27
"4f3ca6c9-8afa-4931-a75b-02b980e813fe",-35
"4f5dde66-374b-49dc-a832-d4b9dce3e8c4",-27
"4fa4085c-3fd7-49b3-9b97-4f9d6e53347d",13
"4fcb4dd0-0ff3-404d-8265-52a4e10985fe",-27
"4fe6051b-60e2-4d4a-8709-e49b24e4fa61",-31
"501381a5-e4ef-4632-a6e0-8df763b593b0",-35
"50235b25-7a23-42a8-aaa7-479000c74e25",-21
"5051d0db-0cc8-4418-aa02-a436e65daae4",-3
"50571bf2-d217-4c4e-bb18-a1a3ad612368",-17
"505fb071-db55-4ecb-b431-68e6bc0eb3e8",-29
"507fbd64-9d3c-4ad8-95c5-20e8e3d9156b",13
"50923c91-0466-4f8d-8b5d-ba18d5f4fe35",-37
"50c1072f-638d-41cd-85b7-708f5059099d",-23
"50e27193-14a5-4f21-977e-a694a69bfe70",-27
"50e7c28c-31b4-477a-a14f-8ce03877ec44",33
"510e5507-5b57-48ee-884c-8abd69e0baa9",-29
"510f06ce-ac4b-400b-863f-3a97829fc85f",25
"512bad62-30c5-4f45-94cf-cee2bd315d4f",-35
"514abffa-e558-43e8-b84b-aff8ab9ba125",-17
"519a3312-38bf-455c-af8b-d7bbc957a787",1
"519ae60d-ff36-488c-9fe8-6387ba54bd66",23
"51abe362-e3ff-4604-8cf1-5197c4783fc5",25
"51d234a0-24c3-46dc-83c3-6374a1e80571",3
"51d88d0f-204b-4887-9359-927c29420056",-29
"51f8001e-db91-41d4-85b3-af087da15deb",-33
"51f8c604-e7a6-432c-9ea0-f399cc28b681",13
"520b1b5a-b146-4809-b423-320a51323340",-3
"521e2a23-9f74-4029-ad5a-c16f860bc734",-35
"522327ca-79dc-44ba-9579-f03c3aa183c0",33
"522ef685-b139-4537-871f-264e3be34022",39
"5231ee98-c4e5-4818-b5e9-c6cb13292504",-23
"5246416e-dbbb-4010-8331-d17a7733edce",17
"5271543b-159a-484a-ad58-7416f5dd4ce1",25
"52862480-694a-41f3-8e2d-77e97e3a6d27",29
"528c8985-add4-4b9b-a803-1920e7e8ed5a",19
"52b73cc5-ea14-441f-90f0-311dc1903e28",-19
"52baf0b4-81b7-49b9-9c95-76059fda76ec",-43
"52bcd5c9-51df-4080-8c96-98d24cd166f4",23
"52c313fc-4682-47a9-a596-ed814d65fa25",35
"52d2e6bb-80f3-42a7-b2d4-cc72e5fd83f1",-37
"52d4c59d-38bd-4b5e-a803-d5baa60b9d25",15
"52ea1e05-ac0e-4e60-82ed-d315dd56d848",21
"530015ae-0f56-49d1-bf54-09d3601d3438",-23
"537f50e2-2c6e-45a1-96dc-390e52b31d8e",29
"53ce4ec6-e012-4439-b9ee-346e6ae2fa31",29
"53dfb839-1ccc-4436-9c56-4eb69c919b80",-23
"54059775-7e80-4b2e-9796-d897348a57bd",-29
"542d0587-0b8d-4947-86b1-a9fd62dba895",3
"54314dab-2cc1-4e58-865f-aa1bac4e12e5",-19
"54373890-babf-4cd2-97c6-431132968e9e",-13
"54394c0b-6ae3-4b48-8e89-350ad5349611",29
"545b3be7-9189-4e1e-85d6-af4a7540ec97",21
"54840ce9-7243-4261-8c93-235ab2a8f6c4",35
"54a57813-e303-4f40-af5b-cc31dcdb08f4",-31
"54a6eaea-df92-45fd-aafd-493893e32972",-29
"54c167c1-2a46-4120-abef-557fb9579ef8",15
"54d98701-bdd5-43a5-a4d0-29700ddde242",19
"5509fe4d-d702-4eeb-a561-d7994bc629f3",3
"550dc8b6-cd84-46e7-8ac0-05189ff8806c",21
"55152e7e-0993-4a3a-8a7f-31186ff5c12d",17
"551b56a7-0dc5-40a6-95d0-3db04abf9d75",-17
"55308ae6-e8be-4e87-ae00-0f1f77346326",-33
"55347ece-36b3-4a00-82b2-5013320791f2",13
"553f585c-8dbd-42ed-8d3e-1eb42c15ae0c",-29
"5546ed13-9ea1-4b22-9234-9f76267dcdd4",-3
"555d3c92-ef5b-4a92-be94-7e4e5c000dea",-21
"557ff544-d0ab-471e-8761-e1a8a2e5ac4d",-35
"5590c0ff-7bb7-4cf0-b46b-cece01505f7f",-7
"55ad9af2-354e-4848-b398-dc91244db715",15
"55b4f7a5-665e-4a01-b604-0764966a46fa",-35
"55bd2eee-823c-4786-a77d-94ba52e9a2ac",-9
"55d45144-a0fe-42a7-a115-273f82d92e14",21
"55f47991-b5c1-466e-b193-86b9dfd9300f",17
"55fb6a20-c95a-4e72-88ac-ebe1ec55a556",9
"560332ef-6eaa-491b-9d9f-ed29adee16d8",27
"56087e46-642e-4a6c-8ba0-09670e7d4bec",-29
"5627977f-8abf-47b6-b95b-82b93da47583",-27
"5629a2d8-0f4c-45f4-8f10-0611bf3260ae",-27
"563b5b5b-5b34-4961-99e9-51045c9948e1",-19
"5654ecab-4551-4867-a1d4-ef3e782fa1aa",35
"56799176-91f5-4427-bbea-47ca0668e71f",-11
"56c973c3-545c-4ab7-8cbe-f91be80e8019",19
"56e2f8d7-c257-4d80-a83d-9f0778e2f144",39
