"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_W4THM0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5033934641
"UniRef90_A0A1N4UT20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.500813543
"UniRef90_A0A1N4UT20|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.500813543
"UniRef90_A0A0G7HI15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_A0A0G7HI15|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_A0A0T7T779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_A0A0T7T779|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_A0A1E3APQ8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_A0A1E3APQ8|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_V8M0S5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_V8M0S5|g__Streptococcus.s__Streptococcus_thermophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4942528736
"UniRef90_W4U997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4878619983
"UniRef90_W4U997|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4878619983
"UniRef90_U7MBS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4812783394
"UniRef90_U7MBS7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4812783394
"UniRef90_A0A0E2PZ24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4529460477
"UniRef90_A0A0E2PZ24|g__Streptococcus.s__Streptococcus_thermophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4529460477
"UniRef90_W4UF06|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4218904171
"UniRef90_W4U7R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.403558862
"UniRef90_W4U7R2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.403558862
"UniRef90_W4UBA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3981721154
"UniRef90_W4UBA4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3981721154
"UniRef90_W4UB82|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3961038961
"UniRef90_W4TR87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3657841887
"UniRef90_W4TR87|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3657841887
"UniRef90_W4TTF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3636363636
"UniRef90_W4TTF1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3636363636
"UniRef90_W4UB77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3636363636
"UniRef90_W4UB77|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3636363636
"UniRef90_W4TSU6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3264832212
"UniRef90_W4TSU6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3264832212
"UniRef90_F3P421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2926503813
"UniRef90_F3P421|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2926503813
"UniRef90_U7IVC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2841889971
"UniRef90_U7IVC3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2841889971
"UniRef90_W4UHZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2816534367
"UniRef90_W4UHZ3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2816534367
"UniRef90_A0A3A8VWR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2757117624
"UniRef90_A0A3A8VWR3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2757117624
"UniRef90_W4U9Y9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2676950422
"UniRef90_W4U9Y9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2676950422
"UniRef90_Q6A5D6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2561330877
"UniRef90_W4UH82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2523517038
"UniRef90_W4UH82|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2523517038
"UniRef90_A0A0C3EG68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_A0A0C3EG68|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_A0A370YEU6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_A0A370YEU6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_U5P7X5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_U5P7X5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2359550562
"UniRef90_W4TNQ9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2357569657
"UniRef90_W4TNQ9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2634905951
"UniRef90_W4TNQ9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9722663706
"UniRef90_A0A1N4U9M3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2295702123
"UniRef90_A0A1N4U9M3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2295702123
"UniRef90_F9NSN9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2293687388
"UniRef90_F9NSN9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2293687388
"UniRef90_W4TSZ8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.217830724
"UniRef90_W4TSZ8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.217830724
"UniRef90_A0A0K2JCH8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2045697069
"UniRef90_A0A0K2JCH8|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2045697069
"UniRef90_Q6A684|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2045201494
"UniRef90_W4TYN4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1533435164
"UniRef90_W4TYN4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1533435164
"UniRef90_W4U1G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1287834972
"UniRef90_W4U1G8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1287834972
"UniRef90_A0A3E2DQG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1254958843
"UniRef90_A0A3E2DQG1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1254958843
"UniRef90_A0A3A8VWD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1232037467
"UniRef90_A0A3A8VWD3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1232037467
"UniRef90_E6D982|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1231036757
"UniRef90_A0A0B6YTP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_A0A0B6YTP7|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_D1YAG8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_D1YAG8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_K4AVA9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_K4AVA9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_W4TRY6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_W4TRY6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_W4TZL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_W4TZL2|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111
"UniRef90_A0A085B0W9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0965050268
"UniRef90_A0A085B0W9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0965050268
"UniRef90_UPI000E349D44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0941204963
"UniRef90_UPI000E349D44|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0941204963
"UniRef90_A0A345B6D5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.080417434
"UniRef90_A0A345B6D5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.080417434
"UniRef90_A0A2S6D0H9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0677936864
"UniRef90_A0A2S6D0H9|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0677936864
"UniRef90_W4U5D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0613542518
"UniRef90_W4U5D6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0613542518
"UniRef90_A0A2W5FCR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0510730531
"UniRef90_A0A2W5FCR5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0510730531
"UniRef90_A0A2X3JQN5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0497237569
"UniRef90_A0A2X3JQN5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0497237569
"UniRef90_W4U1Y2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0459341464
"UniRef90_W4U1Y2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0459341464
"UniRef90_W4U809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0361287147
"UniRef90_W4U809|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0361287147
"UniRef90_W4U0D4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0262546895
"UniRef90_W4U0D4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0262546895
"UniRef90_W4U8L1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0189316011
"UniRef90_W4U8L1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0189316011
"UniRef90_A0A1N4JTZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0169707316
"UniRef90_A0A1N4JTZ2|g__Staphylococcus.s__Staphylococcus_capitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6668869795
"UniRef90_A0A1N4JTZ2|g__Staphylococcus.s__Staphylococcus_epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3500837521
"UniRef90_W4U0C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0119754926
"UniRef90_W4U0C7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0119754926
"UniRef90_W4TQU1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9964650906
"UniRef90_A0A2S4D0Z0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9936257921
"UniRef90_A0A2S4D0Z0|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9936257921
"UniRef90_A0A0N8DFC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.989213837
"UniRef90_A0A0N8DFC5|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.989213837
"UniRef90_A0A0V0YWB6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.989010989
"UniRef90_A0A0V0YWB6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.989010989
"UniRef90_W4UC69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9864651068
"UniRef90_W4UC69|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9864651068
"UniRef90_W4TUA9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9858903465
"UniRef90_W4TUA9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9858903465
"UniRef90_Q5HRA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9845461511
"UniRef90_Q5HRA8|g__Staphylococcus.s__Staphylococcus_epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9845461511
"UniRef90_A0A2X1MHV6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9619651781
"UniRef90_A0A2X1MHV6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9619651781
"UniRef90_UPI0001F0C525|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.958994381
"UniRef90_A0A0H2VH71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9289617486
"UniRef90_A0A0H2VH71|g__Staphylococcus.s__Staphylococcus_epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9289617486
"UniRef90_W4U8T7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9138208954
"UniRef90_W4U8T7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9138208954
"UniRef90_A0A085B2K5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.899263483
"UniRef90_A0A085B2K5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.899263483
"UniRef90_Q6A655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8933352973
"UniRef90_Q6A655|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8933352973
"UniRef90_A0A1V4IZK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8695652174
"UniRef90_A0A1V4IZK1|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8695652174
"UniRef90_F9H9P4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8695652174
"UniRef90_F9H9P4|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8695652174
"UniRef90_A0A1N4ZD19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8653837289
"UniRef90_A0A1N4ZD19|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8653837289
"UniRef90_W4U8S3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.857728243
"UniRef90_W4U8S3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.857728243
"UniRef90_W4UBE0|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.850167001
"UniRef90_W4U1H4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.847773643
"UniRef90_W4U1H4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.847773643
"UniRef90_A0A3A8VW62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8364150016
"UniRef90_A0A3A8VW62|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8364150016
"UniRef90_A0A1N4YE96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8354492771
"UniRef90_A0A1N4YE96|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8354492771
"UniRef90_X5J539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8303249097
"UniRef90_X5J539|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8303249097
"UniRef90_W4U915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82979231
"UniRef90_W4U915|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82979231
"UniRef90_W4TZK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8234614826
"UniRef90_W4TZK3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8234614826
"UniRef90_A0A231VNU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_A0A231VNU3|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_A0A2U2VZM6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_A0A2U2VZM6|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_E9FPV7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_E9FPV7|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108108108
"UniRef90_A0A251VPR8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8080420028
"UniRef90_A0A251VPR8|unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8080420028
"UniRef90_W4U539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7765903204
"UniRef90_W4U539|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7765903204
"UniRef90_W4TJS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7657226566
"UniRef90_W4TJS8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7657226566
"UniRef90_W4TZV9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7593363432
"UniRef90_W4UCT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7574637095
"UniRef90_W4UCT7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7574637095
"UniRef90_W4U0S8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.752688172
"UniRef90_W4U0S8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.752688172
"UniRef90_W4U9H1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7499140007
"UniRef90_W4U9H1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7499140007
