"term","estimate","std.error","statistic","p.value","padj"
"BuffaHigh:s__Mobiluncus.curtisii",-2.66022106496362,1.36418986120136,-1.95003726432985,0.0511716776910783,1
"BuffaHigh:f__Gottschalkiaceae",-2.43519890954467,1.29229174098293,-1.88440336830788,0.0595104345772487,1
"BuffaHigh:g__Gottschalkia",-2.43519890954467,1.29229174098293,-1.88440336830788,0.0595104345772487,1
"BuffaHigh:s__Gottschalkia.acidurici",-2.43519890954467,1.29229174098293,-1.88440336830788,0.0595104345772487,1
"BuffaHigh:f__Alcaligenaceae",1.50700596101091,0.821040143841225,1.83548389480739,0.0664340232222434,1
"BuffaHigh:s__Stenotrophomonas.maltophilia",-2.25235533176599,1.23581381541618,-1.82256849993821,0.0683687701537136,1
"BuffaHigh:s__Spirosoma.rigui",2.7163869312188,1.53388700509865,1.77091723327046,0.0765744661515943,1
"BuffaHigh:o__Tissierellales",-2.05952426592105,1.22158828031003,-1.68593977129378,0.0918074005821703,1
"BuffaHigh:s__Clostridium.botulinum",-2.10008033300888,1.29034321480158,-1.62753623138307,0.103623260100729,1
"BuffaHigh:f__Flavobacteriaceae",-1.27604008185074,0.786367254911332,-1.62270246361495,0.104653024500447,1
"BuffaHigh:f__Xanthomonadaceae",-1.96777797767664,1.2197057618099,-1.61332186769102,0.106674598039276,1
"BuffaHigh:g__Stenotrophomonas",-1.96777797767664,1.2197057618099,-1.61332186769102,0.106674598039276,1
"BuffaHigh:f__Saccharomycetaceae",1.84931468634937,1.16174661359314,1.59183996295859,0.111420668224542,1
"BuffaHigh:c__Tissierellia",-1.93349386302666,1.21999035136399,-1.58484356934868,0.113001880455909,1
"BuffaHigh:s__Kocuria.rhizophila",-2.4208779010318,1.53445903799983,-1.57767515526998,0.114640256797856,1
"BuffaHigh:s__Porphyromonas.asaccharolytica",-1.51610789446706,0.962087022358894,-1.57585318087941,0.11505964301477,1
"BuffaHigh:g__Lacrimispora",-1.85366776119765,1.18857035999206,-1.55957764352296,0.118859723072477,1
"BuffaHigh:s__Lacrimispora.saccharolytica",-1.85366776119765,1.18857035999206,-1.55957764352296,0.118859723072477,1
"BuffaHigh:s__Fusobacterium.sp..oral.taxon.203",-2.28992231645804,1.49968005225398,-1.52694057176819,0.126775789657076,1
"BuffaHigh:k__unclassified.p__Synergistetes",-1.93884505599771,1.29298618026363,-1.49950949638332,0.133741506983974,1
"BuffaHigh:p__Synergistetes",-1.93884505599771,1.29298618026363,-1.49950949638332,0.133741506983974,1
"BuffaHigh:c__Synergistia",-1.93884505599771,1.29298618026363,-1.49950949638332,0.133741506983974,1
"BuffaHigh:o__Synergistales",-1.93884505599771,1.29298618026363,-1.49950949638332,0.133741506983974,1
"BuffaHigh:f__Synergistaceae",-1.93884505599771,1.29298618026363,-1.49950949638332,0.133741506983974,1
"BuffaHigh:g__Fretibacterium",-1.90324814960544,1.29279879875594,-1.47219207771306,0.140969016147547,1
"BuffaHigh:s__Fretibacterium.fastidiosum",-1.90324814960544,1.29279879875594,-1.47219207771306,0.140969016147547,1
"BuffaHigh:s__Fusobacterium.hwasookii",-1.88838828262042,1.29251723318466,-1.46101594171212,0.144011066564883,1
"BuffaHigh:g__Clostridioides",-1.38725562063056,0.957615685313481,-1.44865590853019,0.147433699458115,1
"BuffaHigh:s__Clostridioides.difficile",-1.38725562063056,0.957615685313481,-1.44865590853019,0.147433699458115,1
"BuffaHigh:g__Dysosmobacter",-1.82169772938079,1.2871316057951,-1.4153158240998,0.156975917425533,1
"BuffaHigh:s__Pseudomonas.chlororaphis",1.64929796191784,1.16634169774086,1.41407785138132,0.157339045486174,1
"BuffaHigh:o__Selenomonadales",-1.73172471485543,1.22475828191398,-1.41393182673498,0.157381920071073,1
"BuffaHigh:s__Plasmodium.sp..gorilla.clade.G2",1.29613475305445,0.926811823303442,1.39848750357395,0.161966722679234,1
"BuffaHigh:f__Selenomonadaceae",-1.70221479922264,1.22491776625467,-1.38965638846708,0.164633243903238,1
"BuffaHigh:g__Selenomonas",-1.70221479922264,1.22491776625467,-1.38965638846708,0.164633243903238,1
"BuffaHigh:f__Oscillospiraceae",-1.63033655313054,1.18904619843111,-1.37112969645897,0.17033452911116,1
"BuffaHigh:f__Cytophagaceae",1.41721758561916,1.10199993753661,1.28604143915578,0.198428599885797,1
"BuffaHigh:c__Saccharomycetes",-1.18667307967016,0.930394981305934,-1.27545086067049,0.202149706396608,1
"BuffaHigh:o__Saccharomycetales",-1.18667307967016,0.930394981305934,-1.27545086067049,0.202149706396608,1
"BuffaHigh:g__Butyricimonas",-1.50796123104688,1.19024259000539,-1.26693603783751,0.205178161500381,1
"BuffaHigh:s__Pseudomonas.putida",-1.51274518386359,1.22099363912454,-1.23894599889008,0.215365497145015,1
"BuffaHigh:f__Odoribacteraceae",-1.45572182130745,1.19048438609437,-1.22279791176703,0.221406034392474,1
"BuffaHigh:c__Flavobacteriia",-0.953266572438608,0.784574116156722,-1.21501149835051,0.224361705929631,1
"BuffaHigh:o__Flavobacteriales",-0.953266572438608,0.784574116156722,-1.21501149835051,0.224361705929631,1
"BuffaHigh:g__Enterocloster",-1.20706450376873,0.995090564454643,-1.21301974602709,0.225122271140207,1
"BuffaHigh:s__Enterocloster.clostridioformis",-1.20706450376873,0.995090564454643,-1.21301974602709,0.225122271140207,1
"BuffaHigh:c__Anaerolineae",-1.84676707986409,1.52311762653098,-1.21249143709947,0.225324318433093,1
"BuffaHigh:o__Anaerolineales",-1.84676707986409,1.52311762653098,-1.21249143709947,0.225324318433093,1
"BuffaHigh:f__Anaerolineaceae",-1.84676707986409,1.52311762653098,-1.21249143709947,0.225324318433093,1
"BuffaHigh:s__Leptotrichia.sp..oral.taxon.498",-1.84676707986409,1.52311762653098,-1.21249143709947,0.225324318433093,1
"BuffaHigh:f__Porphyromonadaceae",-1.02686093922936,0.87352836256831,-1.17553245347435,0.23978176123546,1
"BuffaHigh:g__Porphyromonas",-1.02686093922936,0.87352836256831,-1.17553245347435,0.23978176123546,1
"BuffaHigh:g__Escherichia",1.42939837219261,1.21828437446001,1.17328794668829,0.240680354184112,1
"BuffaHigh:s__Escherichia.coli",1.42939837219261,1.21828437446001,1.17328794668829,0.240680354184112,1
"BuffaHigh:f__Muribaculaceae",-1.73053274493862,1.50518729327755,-1.14971256578335,0.250262277101237,1
"BuffaHigh:f__unclassified.g__Massilistercora",-1.15691674469624,1.00654131409418,-1.14939817024539,0.25039183420567,1
"BuffaHigh:g__Massilistercora",-1.15691674469624,1.00654131409418,-1.14939817024539,0.25039183420567,1
"BuffaHigh:s__Massilistercora.timonensis",-1.15691674469624,1.00654131409418,-1.14939817024539,0.25039183420567,1
"BuffaHigh:s__Dysosmobacter.sp..Marseille.Q4140",-1.46886787156487,1.28796955867369,-1.14045232022212,0.254097906056963,1
"BuffaHigh:s__Bacteroides.salyersiae",-1.45891260688813,1.28636053804044,-1.13413974056647,0.256735936033099,1
"BuffaHigh:s__Delftia.lacustris",-1.21834692476221,1.0924444420283,-1.11524840796494,0.264743987194747,1
"BuffaHigh:f__Christensenellaceae",-1.41966067718559,1.28992341797126,-1.10057748964537,0.271080587054612,1
"BuffaHigh:g__Christensenella",-1.41966067718559,1.28992341797126,-1.10057748964537,0.271080587054612,1
"BuffaHigh:g__Mediterraneibacter",-1.02708485719412,0.935890774152671,-1.09744094670023,0.272448682138086,1
"BuffaHigh:s__.Ruminococcus..gnavus",-1.02708485719412,0.935890774152671,-1.09744094670023,0.272448682138086,1
"BuffaHigh:g__Microbacterium",-1.4033698149623,1.28732442698991,-1.09014463296073,0.275649438045072,1
"BuffaHigh:g__Prevotella",-1.2941292111662,1.19171249863483,-1.08594078911541,0.277505189331479,1
"BuffaHigh:c__Gammaproteobacteria",-1.3157771306886,1.21759671810584,-1.08063459035557,0.279859689485243,1
"BuffaHigh:s__Christensenella.minuta",-1.39558116065926,1.29181779036374,-1.08032353406923,0.279998133362746,1
"BuffaHigh:g__Odoribacter",-1.38242735826993,1.28989375215244,-1.07173738609329,0.283838003551055,1
"BuffaHigh:s__Odoribacter.splanchnicus",-1.38242735826993,1.28989375215244,-1.07173738609329,0.283838003551055,1
"BuffaHigh:f__Clostridiaceae",-0.866594825522328,0.820524230184967,-1.05614775730264,0.290900714450033,1
"BuffaHigh:g__Clostridium",-0.866594825522328,0.820524230184967,-1.05614775730264,0.290900714450033,1
"BuffaHigh:g__Cupriavidus",-1.24656906171099,1.18869990310143,-1.04868273183044,0.294324164457938,1
"BuffaHigh:f__Peptostreptococcaceae",-1.00396028977157,0.959987624451764,-1.04580545019517,0.295650864329872,1
"BuffaHigh:s__Streptococcus.thermophilus",-1.3512178614277,1.29913171426863,-1.04009304567582,0.298296674289921,1
"BuffaHigh:f__Debaryomycetaceae",-0.753292972103648,0.726817887717097,-1.03642602202556,0.300003435592857,1
"BuffaHigh:s__Porphyromonas.sp..oral.taxon.275",-1.52811749086185,1.48197708262122,-1.03113436016097,0.302477816767705,1
"BuffaHigh:f__Rikenellaceae",-1.11136032288072,1.07810226250758,-1.03084870659281,0.302611773473018,1
"BuffaHigh:g__Alistipes",-1.11136032288072,1.07810226250758,-1.03084870659281,0.302611773473018,1
"BuffaHigh:s__Prevotella.ruminicola",-1.2276620134044,1.19579289278075,-1.02665103699483,0.304584812592975,1
"BuffaHigh:g__Ruminococcus",-1.2357900838987,1.22140163483569,-1.0117802765713,0.311643122441095,1
"BuffaHigh:f__Yersiniaceae",-1.19051695719355,1.20330241734737,-0.989374690876126,0.322479852657521,1
"BuffaHigh:p__Basidiomycota",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:c__Ustilaginomycetes",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:o__Ustilaginales",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:f__Ustilaginaceae",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:g__Sporisorium",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:s__Sporisorium.graminicola",0.88458859720017,0.896836030347208,0.986343732039516,0.323964466566466,1
"BuffaHigh:g__Phocaeicola",-0.765272433823545,0.787817640914871,-0.971382708484232,0.331357735959929,1
"BuffaHigh:s__Pseudomonas.parafulva",-1.25871466947541,1.29659368563403,-0.970785746854768,0.331654981697809,1
"BuffaHigh:f__Aspergillaceae",1.09875785785508,1.15300391233059,0.952952410746064,0.340614183285145,1
"BuffaHigh:g__Aspergillus",1.09875785785508,1.15300391233059,0.952952410746064,0.340614183285145,1
"BuffaHigh:s__Aspergillus.chevalieri",1.09875785785508,1.15300391233059,0.952952410746064,0.340614183285145,1
"BuffaHigh:s__Selenomonas.sputigena",-1.21739970216581,1.28768930325732,-0.945414160920884,0.344447475400681,1
"BuffaHigh:g__Delftia",-0.940537619355213,0.997432061753222,-0.942959080041999,0.345701833714653,1
"BuffaHigh:s__Oscillibacter.sp..MM35",-1.36910997259967,1.46852662084495,-0.932301773196264,0.35118059160367,1
"BuffaHigh:o__Acidaminococcales",1.18234466418831,1.29475000651679,0.913183748397209,0.361145909759975,1
"BuffaHigh:f__Acidaminococcaceae",1.18234466418831,1.29475000651679,0.913183748397209,0.361145909759975,1
"BuffaHigh:g__Phascolarctobacterium",1.18234466418831,1.29475000651679,0.913183748397209,0.361145909759975,1
"BuffaHigh:s__Phascolarctobacterium.sp..Marseille.Q4147",1.18234466418831,1.29475000651679,0.913183748397209,0.361145909759975,1
"BuffaHigh:g__Amphibacillus",1.13779914861828,1.27972458783974,0.889096888056953,0.373951011242736,1
"BuffaHigh:s__Amphibacillus.xylanus",1.13779914861828,1.27972458783974,0.889096888056953,0.373951011242736,1
"BuffaHigh:f__Nostocaceae",-0.944354927653949,1.08434459211671,-0.870899282865891,0.38380914840231,1
"BuffaHigh:g__Nostoc",-0.944354927653949,1.08434459211671,-0.870899282865891,0.38380914840231,1
"BuffaHigh:s__Pseudomonas.aeruginosa",-0.801305050909667,0.925349534807401,-0.865948510015135,0.386518398988519,1
"BuffaHigh:k__unclassified.p__Chloroflexi",-0.827342709673051,0.959348743239794,-0.862400368482322,0.388467237847591,1
"BuffaHigh:p__Chloroflexi",-0.827342709673051,0.959348743239794,-0.862400368482322,0.388467237847591,1
"BuffaHigh:s__Pyricularia.grisea",0.626710616723063,0.739632406092965,0.847327147323898,0.39681279911455,1
"BuffaHigh:s__Acinetobacter.calcoaceticus",0.648943312544031,0.765976818881778,0.847210119872034,0.396878013828468,1
"BuffaHigh:s__Leptotrichia.wadei",-1.23682435746817,1.46890061405405,-0.842006835339684,0.399784127413603,1
"BuffaHigh:s__Bacillus.thuringiensis",-0.837576331043839,0.994766264402914,-0.841983047692691,0.399797442494816,1
"BuffaHigh:g__Oscillibacter",-1.07314311580713,1.28319713258965,-0.836304172252475,0.402983806568731,1
"BuffaHigh:f__Lachnospiraceae",-0.771060678306229,0.936123037169791,-0.823674503981228,0.410124530054652,1
"BuffaHigh:k__unclassified.p__Thermotogae",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:p__Thermotogae",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:c__Thermotogae",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:o__Thermotogales",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:f__Thermotogaceae",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:g__Thermotoga",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:s__Thermotoga.maritima",0.980204569233655,1.192486376903,0.821983871865555,0.411086076090973,1
"BuffaHigh:o__Gemmatales",-1.05621567793682,1.29645477311229,-0.814695352157364,0.415246714488558,1
"BuffaHigh:f__Gemmataceae",-1.05621567793682,1.29645477311229,-0.814695352157364,0.415246714488558,1
"BuffaHigh:f__Enterobacteriaceae",0.766325466806416,0.949881386834091,0.806759114799104,0.419805278676959,1
"BuffaHigh:o__Pseudonocardiales",-0.72349589502204,0.906262209829661,-0.798329542128902,0.424679278764484,1
"BuffaHigh:f__Pseudonocardiaceae",-0.72349589502204,0.906262209829661,-0.798329542128902,0.424679278764484,1
"BuffaHigh:k__unclassified.p__Fusobacteria",0.689405063677226,0.865668992206475,0.796384149003678,0.425808788524528,1
"BuffaHigh:p__Fusobacteria",0.689405063677226,0.865668992206475,0.796384149003678,0.425808788524528,1
"BuffaHigh:c__Fusobacteriia",0.689405063677226,0.865668992206475,0.796384149003678,0.425808788524528,1
"BuffaHigh:o__Fusobacteriales",0.689405063677226,0.865668992206475,0.796384149003678,0.425808788524528,1
"BuffaHigh:s__Oscillibacter.sp..MM50",-1.01437331214158,1.28305876518537,-0.790589908791144,0.429183337417519,1
"BuffaHigh:o__Burkholderiales",0.752278926680693,0.952393206282084,0.789882709912863,0.429596269798204,1
"BuffaHigh:o__Thermoanaerobacterales",-1.14644674063563,1.47164965494956,-0.77902151288509,0.435967042281694,1
"BuffaHigh:g__Mycobacterium",-1.14631948375682,1.48645788551031,-0.771175217899486,0.440603081241893,1
"BuffaHigh:k__unclassified.p__Crenarchaeota",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:p__Crenarchaeota",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:c__Thermoprotei",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:o__Desulfurococcales",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:f__Pyrodictiaceae",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:g__Pyrolobus",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:s__Pyrolobus.fumarii",-1.13417396191245,1.48383739008657,-0.764351922582487,0.444657551097312,1
"BuffaHigh:f__Microbacteriaceae",-0.801171106603808,1.07368521928071,-0.746188074695236,0.455553810927321,1
"BuffaHigh:o__Myxococcales",1.09599205003843,1.47255156398425,0.744280931713543,0.456706534710145,1
"BuffaHigh:c__Betaproteobacteria",0.705102985935269,0.952089546955271,0.740584736162842,0.458945265730448,1
"BuffaHigh:g__Achromobacter",0.943945786458249,1.29478626343409,0.729035990816488,0.46597964715646,1
"BuffaHigh:c__Conoidasida",-0.845227662564283,1.17511530906593,-0.719272105506082,0.471973279452761,1
"BuffaHigh:o__Eucoccidiorida",-0.845227662564283,1.17511530906593,-0.719272105506082,0.471973279452761,1
"BuffaHigh:f__Cryptosporidiidae",-0.845227662564283,1.17511530906593,-0.719272105506082,0.471973279452761,1
"BuffaHigh:g__Cryptosporidium",-0.845227662564283,1.17511530906593,-0.719272105506082,0.471973279452761,1
"BuffaHigh:s__Cryptosporidium.parvum",-0.845227662564283,1.17511530906593,-0.719272105506082,0.471973279452761,1
"BuffaHigh:c__Dothideomycetes",-0.589850699041341,0.820109930094475,-0.719233699527808,0.471996938826999,1
"BuffaHigh:o__Mycosphaerellales",-0.589850699041341,0.820109930094475,-0.719233699527808,0.471996938826999,1
"BuffaHigh:f__Mycosphaerellaceae",-0.589850699041341,0.820109930094475,-0.719233699527808,0.471996938826999,1
"BuffaHigh:g__Zymoseptoria",-0.589850699041341,0.820109930094475,-0.719233699527808,0.471996938826999,1
"BuffaHigh:s__Zymoseptoria.tritici",-0.589850699041341,0.820109930094475,-0.719233699527808,0.471996938826999,1
"BuffaHigh:g__Urbifossiella",-0.931480986140135,1.29596595701249,-0.718754208858557,0.472292376213521,1
"BuffaHigh:s__Urbifossiella.limnaea",-0.931480986140135,1.29596595701249,-0.718754208858557,0.472292376213521,1
"BuffaHigh:k__unclassified.p__Verrucomicrobia",-1.04697246549435,1.46846396180614,-0.712971167645562,0.47586359873259,1
"BuffaHigh:p__Verrucomicrobia",-1.04697246549435,1.46846396180614,-0.712971167645562,0.47586359873259,1
"BuffaHigh:o__Hyphomicrobiales",0.65061153749895,0.927399172337672,0.701544229179081,0.482963442601061,1
"BuffaHigh:g__Alloprevotella",-0.855927165375997,1.22169551554919,-0.700605964810499,0.483548954927129,1
"BuffaHigh:s__Alloprevotella.sp..E39",-0.855927165375997,1.22169551554919,-0.700605964810499,0.483548954927129,1
"BuffaHigh:s__Phocaeicola.dorei",-0.691908424326814,0.996255358289977,-0.694509112116034,0.487362988382017,1
"BuffaHigh:c__Planctomycetia",-0.888501118770828,1.28926672686118,-0.689152291189545,0.490727436195167,1
"BuffaHigh:s__Achromobacter.xylosoxidans",-0.891832042349302,1.29411378056439,-0.689145000805384,0.490732023542624,1
"BuffaHigh:k__unclassified.p__Cyanobacteria",-0.597308688034617,0.869776570299538,-0.686738075536931,0.492247798529964,1
"BuffaHigh:p__Cyanobacteria",-0.597308688034617,0.869776570299538,-0.686738075536931,0.492247798529964,1
"BuffaHigh:g__Methylobacterium",0.649861096695676,0.951197509532988,0.683203109956354,0.494478507763969,1
"BuffaHigh:f__unclassified.g__Gemella",-0.826506083643776,1.22291618109314,-0.675848513922665,0.499136829301816,1
"BuffaHigh:g__Gemella",-0.826506083643776,1.22291618109314,-0.675848513922665,0.499136829301816,1
"BuffaHigh:f__Bacteroidaceae",-0.504494899556047,0.752523399839707,-0.67040426870913,0.502600114193233,1
"BuffaHigh:f__Prevotellaceae",-0.626573543377432,0.961076836338492,-0.65194947967381,0.514433763811564,1
"BuffaHigh:o__Sordariales",-0.462589378550523,0.713383905797578,-0.648443810956653,0.516697941869513,1
"BuffaHigh:g__Amycolatopsis",-0.642952959360038,0.992539110514158,-0.647786019260212,0.517123359129612,1
"BuffaHigh:s__Amycolatopsis.sp..DSM.110486",-0.642952959360038,0.992539110514158,-0.647786019260212,0.517123359129612,1
"BuffaHigh:o__Xanthomonadales",-0.585634523239405,0.907335455308578,-0.645444328018942,0.518639284933513,1
"BuffaHigh:f__Chaetomiaceae",-0.471716884770708,0.741594673825779,-0.636084510069617,0.524721341050241,1
"BuffaHigh:g__Thermothielavioides",-0.471716884770708,0.741594673825779,-0.636084510069617,0.524721341050241,1
"BuffaHigh:s__Thermothielavioides.terrestris",-0.471716884770708,0.741594673825779,-0.636084510069617,0.524721341050241,1
"BuffaHigh:o__Micrococcales",-0.573494614353166,0.907141615117041,-0.632199653059872,0.527256424001768,1
"BuffaHigh:c__Bacteroidia",-0.473091656832424,0.75233233112455,-0.628833345664235,0.529458166849458,1
"BuffaHigh:o__Bacteroidales",-0.473091656832424,0.75233233112455,-0.628833345664235,0.529458166849458,1
"BuffaHigh:f__Pseudomonadaceae",-0.470177619652602,0.759385644202912,-0.619155264840598,0.535814079065298,1
"BuffaHigh:g__Pseudomonas",-0.470177619652602,0.759385644202912,-0.619155264840598,0.535814079065298,1
"BuffaHigh:f__Streptococcaceae",-0.473930435590646,0.775863824688516,-0.610842290244572,0.541303993157979,1
"BuffaHigh:g__Streptococcus",-0.473930435590646,0.775863824688516,-0.610842290244572,0.541303993157979,1
"BuffaHigh:f__Fusobacteriaceae",0.51895873440056,0.865796606594721,0.599400286912286,0.548905985703507,1
"BuffaHigh:g__Fusobacterium",0.51895873440056,0.865796606594721,0.599400286912286,0.548905985703507,1
"BuffaHigh:g__Bacteroides",-0.452473831715452,0.757616129178797,-0.597233630976022,0.550351408491802,1
"BuffaHigh:f__Methylobacteriaceae",0.564838489631871,0.951468125457481,0.59364940823455,0.552746627432095,1
"BuffaHigh:g__Leptotrichia",-0.87151834637829,1.46943561099108,-0.593097336051686,0.553116013171966,1
"BuffaHigh:o__Hypocreales",-0.42276571064612,0.714210903327961,-0.591933991312912,0.553894790946884,1
"BuffaHigh:f__Clavicipitaceae",-0.42276571064612,0.714210903327961,-0.591933991312912,0.553894790946884,1
"BuffaHigh:g__Ustilaginoidea",-0.42276571064612,0.714210903327961,-0.591933991312912,0.553894790946884,1
"BuffaHigh:s__Ustilaginoidea.virens",-0.42276571064612,0.714210903327961,-0.591933991312912,0.553894790946884,1
"BuffaHigh:k__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:p__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:c__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:o__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:f__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:g__unclassified.s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:s__Mollivirus.sibericum",0.759618806589843,1.28846979929251,0.589551114823914,0.555491633823902,1
"BuffaHigh:k__unclassified.p__Euglenozoa",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:p__Euglenozoa",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:c__Kinetoplastea",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:o__Trypanosomatida",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:f__Trypanosomatidae",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:g__Trypanosoma",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:s__Trypanosoma.brucei",-0.533974537112045,0.910346408555758,-0.586561919829158,0.557497964036878,1
"BuffaHigh:f__Sordariaceae",0.432734852496326,0.754966302540561,0.573184327618487,0.566519894778614,1
"BuffaHigh:g__Neurospora",0.432734852496326,0.754966302540561,0.573184327618487,0.566519894778614,1
"BuffaHigh:s__Neurospora.crassa",0.432734852496326,0.754966302540561,0.573184327618487,0.566519894778614,1
"BuffaHigh:g__Kocuria",-0.732478662655949,1.29194767611176,-0.566956910252287,0.570743457422171,1
"BuffaHigh:k__unclassified.p__Planctomycetes",-0.72784984598589,1.2865771000665,-0.565725789731739,0.57158020075162,1
"BuffaHigh:p__Planctomycetes",-0.72784984598589,1.2865771000665,-0.565725789731739,0.57158020075162,1
"BuffaHigh:g__Pichia",0.411624781331098,0.731261015028868,0.562897204789247,0.573504883702739,1
"BuffaHigh:s__Pichia.kudriavzevii",0.411624781331098,0.731261015028868,0.562897204789247,0.573504883702739,1
"BuffaHigh:k__unclassified.p__Proteobacteria",-0.835003256869367,1.49037647044677,-0.56026331160412,0.575299848313721,1
"BuffaHigh:p__Proteobacteria",-0.835003256869367,1.49037647044677,-0.56026331160412,0.575299848313721,1
